title,text
AkinboluO,"@cuppymusic Congratulations..... We love you.... But we have pressing issues at hand ni dear....
@endsars
@policebrutality
@endbadgovernmentinnigeria"
Zionaire1,"@Milan531 @AishaYesufu @obyezeks ...@Endsars protest. Someone who put herself in the frontline because of you.
I'm embarrassed bro.
Ma @AishaYesufu, abeg no vex for my brother, na ignorance de worry am"
MrFeg,@iSlimfit And @HQNigerianArmy are denying shooting at peaceful @endsars  protesters
ZayyadDahir,"@ShehuSani You this Man,you never get a faith at https://t.co/ddUbfdpcEx you shout on this,tomorrow on that.When @EndSARS protesters are protesting you are here shouting.and now,you act as if you'd no concern regarding it."
CEbhozele,"How are you handling the situation/problem cause by @ENDsars,stop using people life to play Policy. https://t.co/AdM1nbBRgi"
Aforism2,"@MKabrik @AishaYesufu @PoliceNG @HQNigerianArmy Is because police don't want to lose their job, they cannot come out to join the @Endsars, they are also tired of what is happening to them"
TheGlory01,✊🏾 @Endsars https://t.co/ydrROyOeE1
JonathanAnyigor,@BashirAhmaad Let me bring to your knowledge that the president in his EndSARS broadcast pleaded with the Nigerian youths to stop further protest that he is going to attend to their concerns especially issues that concern governance only for the accounts @EndSARS Supporters to be frozen.
HilekaanTerkim1,@ShehuSani My senator there are alot of questions about this @endsars issue which nobody is willing to answer. Keep on asking sir.
Bologinma,"Imagine o! Yet they know how to arrest Eromz and execute a kangaroo court process.

No intention to @EndSARS.  Just spreading sorrow tears and blood to innocent citizens everywhere. https://t.co/iSfekuWmz1"
AutomaticVolta1,"@SaharaReporters God be praised.....
Good will continue to overcome Evil...
@endsars..."
peter_adekanye,"@AishaYesufu please help me show them this 
@EndSars
@EndPoliceBrutality
@EndBadGovenance https://t.co/dUTYesuUIv https://t.co/9EV5w3x1ix"
ChuskyC,"Yahoo guuys after end sars  movement😂😂
@endsars
@davido
@Cristiano
@ComedyCentral
@Iceprincezamani
https://t.co/J4kUCtdICc"
Akinzmi,"@realDonaldTrump 
@JoeBiden 
@EndSars
@BarackObama 
@channelstv 
@ICC
@UNHumanRights 
@renoomokri 
@SaharaReporters https://t.co/hEmTQUekfl"
Peterk11787326,@SteveCypha Na @lekkimassacre and @endsars
onosemman,"@DailyPostNGR Whether intentional or not, the message was loud and clear @EndSars"
OJEZS,"This @simplyEromz case had shown that the @PoliceNG is evil,all these are some of the evil act of @PoliceNG that resulted to the @EndSARS protests. How can you went to court to get an illegal injunction to detained @simplyEromz for 30 days without his lawyer?"
JAYCOOPER190,@onosemman @vanguardngrnews @EndSars Iseeee
larious1,"Guys, please complete this survey and share with others. @endsars @ayemojubar @AishaYesufu @adeyanjudeji @AsiwajuLerry https://t.co/mPepFZ7diw"
femijagun,@vhic_tore @africaupdates Let's hope the length of time in which CBN will freeze peaceful @endsars participant account will not be as long as @ASUUNGR strike freezes univ education in nijar. Which one will be unfreezed first?
Hector_jesusboy,@FirstBankngr @Endsars @Endsars @Endsars
RajiAdemolaAbe1,@AkinboluO @channelstv @AishaYesufu @sam_adeyemi @davido @EndSars You've spoken well
ElbrahimZak,Greed @OfficialAPCNg @NigeriaGov @NIGERIAGovernors @ENDSARS @renoomokri https://t.co/sLjP3LhGbF
chukwency,@sunnegad @renoomokri @EndSars How can the holy spirit make naija better when you won't let go of your sins and corruption?
Adebimp98450604,@AkinboluO @channelstv @AishaYesufu @sam_adeyemi @davido @EndSars Oba wire jare. Were nse won
ToyosiOlawale1,"Every fight for freedom is worth fighting. @AASU is one of the pivotal pillars of the country's system.We say enough of this stupid strike @NGRPresident @MBuhari keep your promises..life,purpose and career should be above selfishness &amp;sentiments.@ENDSARS #Endsars"
MrRowe101,"When they want to lie and justify their wicked acts, they devolve straight to lying. All but the @HQNigerianArmy hold that @Endsars protests were primarily peaceful. The lying bastards, seeking to justify use of force and killing unarmed, flag-wielding protesters https://t.co/3Qlookgi6U"
officialezego1,@MBuhari should resign now @Endsars @endswatnow @ENDPOLICEBURALITY @renoomokri https://t.co/7MDL3yyHem
NYCNOyoState,"Thank You @seyiamakinde  Oyo State Governor for acknowledged the number one Youth of Oyo State, Com. Dr. Mrs Adebobola Agbeja as member of Judicial Panel of Inquiry @Endsars protest"
officialezego1,Please Nigerians can we protest for @muhammadubuhari to rising @Endsars @endswatnow @ENDPOLICEBURALITY @endbadgovernaceinNigeria https://t.co/2ushDjieU4
sunnegad,"@renoomokri I'm still wondering why the said holy spirit didn't in the beginning of Nigeria or now haven't make her a better place to live..

Holly spirit couldn't even protect those he directed to protest for a better living @EndSARS"
odu_george,"@arewa_art @AishaYesufu @EndSars Great advocacy here again Sir. But are you alluding that the #EndSARS movement has a ethno-religious undertone or intent?

If yes, any proof for this please. Educate me."
freedom_pete,"Those who protested @endsars were killed, arrested and some of their banks account suspended while fulani murderers aka repentant boko haram will receive 160k monthly, what a country."
AkinboluO,"@channelstv Don't sleep ooo my people
The plan is to @AishaYesufu  @sam_adeyemi  @davido not active for @endsars protest agitation of second phase... We remain focus on this matter..... Soro soke generation... Shey mo wi ree...?"
Seunmodupe7,My people @EndSARS protesters. Let's not give up. https://t.co/l09QxL9oxI
arewa_art,"@odu_george @AishaYesufu @EndSars ethnic or religious movement, it's political movement. So we have to understand that.
 After all we must ensure even the youth we gonna vote are not ancestors of ruling class because that is th clear impression why they introduced NOT TOO YOUNG TO RULE.
 Thanks"
arewa_art,"@odu_george @AishaYesufu @EndSars us. War and violence couldn't make Nigeria better,rather it will divide the Nation because these people are still using the method of divide and rule. We must eliminate ethnicity, religious bias and let see ourselves as one umbrella i.e Nigeria,these movement is not"
arewa_art,"@odu_george @AishaYesufu @EndSars To my own opinion and understanding The masses are the power of each country, so we need to enlight our fellow citizens that 2023 election must go for youth irrespective of their party,any party that nominate a youth as candidate they own our vote. Democracy has provide that for"
onosemman,"@vanguardngrnews Thanks to super eagles this was exactly what I wanted. Don't qualify for the nations cup, Nigeria government deserve nothing from the youth. On Monday we will lost by 2 goals. @Endsars"
Edunwannem,"If you see me on Monday walking into @accessbank , am going in to close my access bank account. Na person wey dey with me I go dey with.
@cenbank 
@PeterPsquare 
@rudeboypsquare
@Djswitchaholic 
@endsars protest.
@StanbicIBTC 
@UN @NGRPresident @followlasg"
agboaino_legend,Very true @CNN @BBCBreaking @amnestyusa @endsars @ https://t.co/Ke4JiDVJYh
LuliArojah,"This Inhumanity in Nigeria is out of hand.
#saynotoinhumanity in Nigeria. Price hike in almost everything... Is either we talk and react now or we shut up for life.
#SayNoToPriceHike #saynotoinhumanity
@lindaikeji @NigeriaYouthM @NigeriaNewsdesk @endsars."
teeth4tart,"RIP, FLT. LT. JJ RAWLINGS, we Biafrans and even the World if they would be honest to themselves are witnesses to the progress and PEACE that is Ghana today, thanks to your LEADERSHIP. We URGENTLY NEED the JJ RAWLINGS principle, clean up NIGERIA it is filty. @EndSARS @EmekaGift"
odu_george,"@arewa_art @AishaYesufu And now that we all agree that the country is not where it should be and that the intent of movements such as @EndSARS is noble, what do you think could have been done to improve or advance the course appropriately?"
belloridwana,"@Sirliskano @FMHDSD @MBuhari @EndSars Ogun kill you. Hypocrite don't sentiment to block your sense of reasoning I am not a Northern I have been to Kaduna south and some part of Katsina and I was not happy with situation of things.
People like you ll never speak up against evil until you personally experience it"
DavidUzoamaka,"@Obinna69934507 @steve_hanke @isikhuemen1 @MBuhari Good day. Wow I really appreciate your concern towards the well being of our blessed country @endsars. But at the end, all that matters is that we as people helps one another to get to our goals. God bless @nigeria and Still don’t forget to buy onions 🧅 from me🧅 at best price."
aquariusalpaci1,"😔LETS NOT FORGET😔

It was all planed up

😠✊✊EDO WE MOVE ✊✊😠
@NIGHTWALKER231 
@endSARSnow
@EndSarsAnthem
@NIGHTWALKER231
@Endsars
@DeleFarotimi 
@TundeEddnut 
@EdoProtest
@falzthebahdguy
@cnni 
@UN 
@BBCWorld 
@AJEnglish https://t.co/99b1AATXKM"
Kirchhoffs_uche,@patorankingfire @endsars 😂
Mexzorr,"@sprinsals @Henri_Simeon @Ebuka E go beta for Nigeria pls o IJN, 
@EndSARS shall make it better. As for those jokers @NGSuperEagles and their clown coach, no bother ya sef, na clear reflection d country currently b wetin dem do. Focus on what's important...#Reform"
UrohDuke,"@SaharaReporters @MBuhari After @EndSars... what next?

@BackToBarracks
#BackToBarracks"
SundayOlawore,"My fellow citizens, does @ENDSARS protest means police officers should be relieved of their duties? @DamiElebe Are we asking for lawlessness? @YourViewTVC @BabajideOtitoju @channelstv @toyosirise @LasgoOfficial NO, NO,  NO, I SAY NO."
Tweet_idope,"@mie_dhe @peteregwuatu @SaharaReporters @EndSars The way #EndSARS protesters were fighting corruption same way the northern elites were doubling the energy to paint them black to the eyes of northerners not to join the process, some of em also joined the movement with #SecureNorth."
kingJulienDe1st,"@HQNigerianArmy Confused BASTARDS.
Murderers. 
Who order the killings of @EndSars peaceful protesters at the lekki tollgate"
Yemisegs,"What are they looking for, I don't get?
#whoorderedlekkimassacre #whogavetheorder #LekkiMassacre @EndSars https://t.co/9CLXCwXMlU"
AdebimpeIfedol1,Can any body tell us who our president is or where is he?So many things are going wrong now @aishambuhari .@Endsars
AkinboluO,Who else noticed this... formerly blocked by members of Buharideen and Thiefnubuism during the @endsars @endpolicebrutality @endbadgovernance and miraculously unblocked. Probably after they have restrategize plans.
LayconGlobal,I don't know what to say. Nigeria? @endsars @AishaYesufu @YeleSowore @OfficialPDPNig @APCUKingdom @OfficialAPCNg @ProfOsinbajo @UNICEF_Nigeria @globalgistng1 https://t.co/R7jkRmRrNN
chrispansk,@Peruzzi Even our lost hero's @endsars   protest are  pleased with the album@ABT
segeduski,"@DrOlufunmilayo Brother you should know that our ""looters in chiefs"" are not different from the ones they sent to attack us wen we asked for good governance. @endsars helped me figure out how they think. They destroy, steal and kill!"
EdmundOkojie,I say a big protest that will shut down the whole country if they don’t release and unfrozen the accounts of @endsars protesters in 2 days let see how many persons they can arrest at a time  @AishaYesufu @YeleSowore @femigbaja @davido @burnaboy @MBuhari @SaharaReporters
official_yinkah,@NigeriaNewsdesk @blackbeauty4mu1 @NaijaNews But @EndSars protesters can be hunted
mie_dhe,"@peteregwuatu @SaharaReporters @EndSars My dear pls tell them ooo...
They don’t wanna hear the truth,I guess truth is just too bitter to their hearing...."
peteregwuatu,"@mie_dhe @SaharaReporters @EndSars Yes! Unfortunately, majority love to side with the bad guys. They were busy castigating the #EndSARS protesters then. Hope they just learn that evil doesn't pay or else, it would get worst over there."
mie_dhe,@peteregwuatu @SaharaReporters I hope they Add the energy wey @Endsars protesters Added and fight for their rights....we tried eradicating corruption their leaders kept killing us
holardyeji,@endsars https://t.co/6iC6oW3y7P
KADFX7764,"Hi 
This is KADFX ACADEMY where we teach how to trade forex the right way using your phone or laptop
 
We also have our forex investment platform where you get 25% of the amount of money invest 
 Call, text or Whatsapp or dm us here 
07061615062
@ENDSARS"
Blessin27419159,"@adeyanjudeji @EndSARS its very hard for youth in Nigeria to make meaningful thing out of this struggle because those Northern stumbling block (Oligarchy )are willing to murder anybody who say a word . They are always ready to silent people especially East, West &amp; south south"
Onis20716215,"@ARISEtv Am I wrong to say this Government is confused? If this @endsars is not carefully handled, it could lead to a revolt."
ayariok1,D story of this hardworking Nigerian woman needs 2 b investigated by d authority concern. This is what many deligent Nigerians experienced on daily basis. Allowing this kind of unnecessary anger in d minds of d people for so long could possibly striger another version of @Endsars https://t.co/2Pdou3wIuT
KIEL0810,@Olamide ❤️❤️💕💕bringing Bella to this track has light the whole album up .. no vex say we no hype your album na country problems @Endsars make us forget say your album sweet ...Ekun @Olamide @fineboybella
Bimbsreal,"@ShehuSani They are peaceful people jare 
It is the @Endsars protesters that are violent

Clueless and Lifeless govt"
Kingsle09797101,@Ann0nym0z @MaziNnamdiKanu @SusanMount45 @YeleSowore  Anyone that speaks the truth and starts working towards the betterment of the onenigeria automatically become a terrorist. @NIGERIAYOUTHS is now a terrorist cos we protested @endsars.
actor_aina,@EndSARS https://t.co/KStdWNxlPx
MajorDaddyJason,@rahemm17 @Waspapping_ Don't mind the illiterate...he lacks sense! first he was with @endsars protest only to go against it overnight... stupid child...mom didn't do a good job!
movicworld,@HQNigerianArmy @nassnigeria @femigbaja @Endsars https://t.co/d1bdUd4WpW
I_value_naija,@ankunda_lynn Forcing @Endsars
Soty_08,@TomAiremen @DrOlufunmilayo @YeleSowore @EndSars @PoliceNG @MBuhari Which panel..same one holding and I one of the representatives for Lagos state @SavvyRinu bank account is frozen by the so called bullies in power
Sylverjos,The @ENDSARS protest has put an end to APC bad governance. And that is there fear in 2023. @henryshield @adeyanjudeji @YeleSowore @renoomokri @realFFK https://t.co/JGumxeZO7D
OtseMike,@steve_hanke @ComrEddyMena @MBuhari Your name is surely in the next batch of people #Bubu is taking to court. @EndSARS
emansvictor,"@AishaYesufu Why @DangoteGroup  will be given pass to export via Land while others can't?  Other exporters pay taxes too,   We say no to monopoly end #BadgovernmentinNigeria #endsars @endsars @endsars"
Iconic_Posh,"@Tunjigrace @temiokomi @EndSars Na only you protest for Ikorodo arbi 😂😂😂😂😂
See ehn, lemme alone
It's another day
New day, new people
I left you and cohorts behind with yesterday"
mrstretch10,"@jidesanwoolu So unthinkable that you would break my heart with the shoddy handling of the @Endsars protesters. I recalled everyone in my branch of MFM were encouraged to vote you into office because you are a Member!! Now, I know better to vote for Personalities not Affiliations https://t.co/URwV3x4cOq"
hyeladee,Behold the evil mad man that is trying to sue @endSARS protesters https://t.co/ktZxgXYpmd
TheReal_Kudos,"Nigerian Government are scared at the moment because @endsars protest was a massive equalizer against them, Now they are confused, making meaningless Substitutions to win this fixture..
They forgot they are playing against @FCBayern..."
olamigoketeewai,"Surround yourself with people that want to make more, do more, explore beyond  what they already have. You will definitely progress.

@Endsars"
lemmespeaktruth,@ThePakuma When are we recalling him @EndSARS ?
Alubato2,"@thecableng @officialEFCC @NNPCgroup That is all what they now how to say,what about the money going under there own rug and carpet? They won't say something,but if it @endsars,they call for arrest"
90sSophie,@oghenechawuko @officialnairam1 @burnaboy @EndSars @BitcoinNigeria Dm if you need promotion
oghenechawuko,"Help RT and Trade the following 
@90sSophie 
@officialnairam1 
@burnaboy 
@endsars
@bitcoinnigeria https://t.co/yJLfL2owgg"
Friday75604821,"LET THEM CONTINUE,, THEY WILL END UP MAKING @ENDSARS A LANGUAGE THAT WILL TAKE THEM OUT OF OFFICE #ENDSARS https://t.co/9Fx3qz4Bsf"
Tunjigrace,"@Mrs_Laycon @temiokomi Which street ooo?
Those blocking roads, extorting people, robbing people, attacking ordinary citizens are doing that under what?
Were these not done under d disguise of @ENDSARS protest?
Were you at Ikorodo?
This was hijacked
Hoodlums use ds Leader-less protest to cause mayhem"
QuavoAnthony,"@MBuhari Come out and tell us this one,you are arresting and prosecuting innocent people your dear generation will be dragged and injustice will serve on them banza Waka ✊🏻✊🏻✊🏻✊🏻@endsars@endbadgovernment@enough is enough@free all you locked up.. illiterate president dumped fool"
Debams6,@lollylarry1 Let DJ Switch and all of you that cannot use your brain logically answer the question. I blame Governor Sanwolu who shipishlly fell into this trap. Governors Elrufai and Wike wouldn't have allowed the nonsense that happened in Lagos. A lot of us supported @EndSARS
abeylyncon,@abikedabiri So your so called CBN and EFCC could not do the same but can trace the @endsars donotions in a week. Shame on you all.
NzubeBasil,@amandachinda_ @Osas_BigEngine Nah @Endsars carry me come
IheoforD,"@Naijadailyfeedx @BashirAhmaad @hand2ome Dey no go see this one talk o
Na to dey pursue @endsars protesters"
Emmanue53430597,"@NigeriainfoFM @SheriffQuadry Good morning@sheriffquadry. If government could do proper investigation on People supporting @endsars, i winder why what delay them not to track bokoharam supporters. This IS bad ooooo. I can see that no leader in this country oooo."
gualleypraise,@dan_modu @Meritjude @MobilePunch They started by freezing people's account using CBN and r planning to regulate social media which was strong tool for @endsars protest. And are using someone now to institute legally action.
1Vitalsplash,@kndoluwafemi @EndSars They were carried away by puff puff and jollof rice.
kndoluwafemi,"The @Endsars protest organizers that could not manage protest for it not to be hijacked or turn violence by hoodlums is a failure, they can't be trusted with National leadership.
 There's no need blaming the government, @Endsars organizers is a failure."
Uthaymin,@Adedhiwura During @endsars protest how many bedspread were u able to sell??
oluwaseun_Top,"@DailyPostNGR Wao!!! @NigeriaGov kudos. At least, if rat (govt) can not kill the one killing him (boko haram, banditry, Maladministration etc), it will be strong on the one dragging its tail (@endSars that demand good governance). What a shameful,docile leadership and approach."
Ahmedawe2,@ItohanThe @MFaarees_ @Rahma_sadau @EndSars I don't want to talk with ghost account henceforth... Mind your business
OlakunleFakolu1,"@papaanache @IsmailMudashir @yarima524 @MobilePunch @EndSars I wonder how they will recover from the truth.
@papaanache is not pointing fingers, but pointing at the facts, as the facts point fingers regardless."
lereebabyyy,"@Ahmedawe2 @MFaarees_ @Rahma_sadau @EndSars You just tagged a non-existent person, dimwit😂😂😂"
Ahmedawe2,@ItohanThe @MFaarees_ @Rahma_sadau You need to go buy brain @EndSARS
papaanache,"@IsmailMudashir @yarima524 @OlakunleFakolu1 @MobilePunch @EndSars I wonder how y'all feel  so comfortable judging others, as if your own heaven don de secured."
papaanache,@IsmailMudashir @yarima524 @OlakunleFakolu1 @MobilePunch @EndSars Promote what? Y'all should justify the fulani women walking about almost half naked... They are muslims too....munafukai ne ku kawai... Simple!
AlmandoRati,"@Gidi_Traffic @bolajifakeye Sometimes we follow some people on Twitter thinking they have sense, how can you post this rubbish on your page @Gidi_Traffic what is Ipob and destruction if Lagos, so I humbly unfollow you today, and jealousy no go kill all of una, thought after this @Endsars we have gone above"
AdewaleTairu,"@DrJoeAbah Nobody hijacked @ENDSARS protests,it was premeditated pre-planned &amp; an avenue to destabilised @MBuhari ,attacked Tinubu candidacy after failed campaign on #restructuring &amp; villifying of personality of Mr President, this is 1 of  2023 political gimmicks, nothing more Doc"
EleniyanTv,"Can't they re -channel the mode of the protest in other to let every Nigerians it's an individual task in call for good governance... while adopting it this way other government servants I e the police, army etc could assure the protest success against hoodlums, thugs  @EndSARS✊ https://t.co/Kw625XghZQ"
Defender5557,My heartbroken form watching this @Endsars @Endpoliecbrutality ✊✊✊ https://t.co/nb7EispIZW
lary_shuan,"@Maczimus @IkejaElectric @ieServe @nepawahalang @EndSars @ieServe @IkejaElectric @nepawahalang the light your men repaired last week is bad again. Please come to out aid, as we are tired of poor service from @IkejaElectric Everytime we call no response."
BarnabasChuks,"@LeaderOnus @YPPNational @cenbank @NigeriaGov @EndSars Whenever you set to make a move, dim me let's join forces to get it accomplished"
IsmailMudashir,@papaanache @yarima524 @OlakunleFakolu1 @MobilePunch @EndSars Yes our grave is not the same. But don’t promote it else it will become our business
Helen62597173,"Looking For Quality  Males And Females Wears Latest Designers Wears For Unisex At Pocket Friendly Price
All Goods Posted Are Available For Immediate Pick Up @Haylina collections 
We Deliver To Your Doorstep
A Trail Will Convince You 🤴 Kings And Queens👸🏼 @Endsars https://t.co/f9ZTueiJn8"
Helen62597173,"Looking For Quality  Males And Females Wears Latest Designers Wears For Unisex At Pocket Friendly Price
All Goods Posted Are Available For Immediate Pick Up @Haylina collections 
We Deliver To Your Doorstep
A Trail Will Convince You 🤴 Kings And Queens👸🏼 @Endsars"
LeaderOnus,@YPPNational @cenbank @NigeriaGov @EndSars We honestly need to set our priorities right...
wale_martins,"For a govt that major on the minor, let this be a reminder on how serious nations tackle terrorism. While the UAE successfully prosecuted some sponsors of Boko Haram operating in Nigeria, the @cenbank &amp; @NigeriaGov on the other hand are busy chasing harmless promoters of @EndSARS https://t.co/mvghdPS5t5"
YPPNational,"For a govt that major on the minor, let this be a reminder on how serious nations tackle terrorism. While the UAE successfully prosecuted some sponsors of Boko Haram operating in Nigeria, the @cenbank &amp; @NigeriaGov on the other hand are busy chasing harmless promoters of @EndSARS https://t.co/07zHgkkEak"
Vitamin_No,"@BillionaireOti @Tunnykvng @DoctorEmto @ayemojubar @RoyalMajesti @MaziEminent @yankohBoy @DONJAZZY @pengmanmodel @Sonjoe_Kutuh @BigMan_Xander With what i'hv been seeing and hearing from lagos inquiry,all i can conclude is that this inquiry thing is a sham. Dem no go do shigbian. No b @endsars protesters dem don dey round up one by one so"
Ennison_Esq02,"@BolanleCole, @endsars, @Endpolicebrutality, @CocaCola,  Bottled coke is safer than Plastic Bottled coke....  Argue with ur hands it you can.... https://t.co/MEFx0buJo7"
OdeyemiOladapo1,"#JusticeforPelumi 

@AmnestyNigeria please note the @NGRPresident are still investing every effort to track down peaceful @Endsars protesters.

@UN aren't talking about this.
@BBCAfrica @CNNAfrica @AlJazeera pls take note.

Every arrested protesters must be released in 7 days. https://t.co/Zhq91tGp7c"
OlakunleFakolu1,@papaanache @yarima524 @MobilePunch @EndSars Thank you Sir.
papaanache,@yarima524 @OlakunleFakolu1 @MobilePunch @EndSars Abeg don't come here and give wrong impression of muslims... Please!
papaanache,@yarima524 @OlakunleFakolu1 @MobilePunch @EndSars I'm not barking like a mad dog and I'm a muslim... You're just an illiterate.
papaanache,"@IsmailMudashir @yarima524 @OlakunleFakolu1 @MobilePunch @EndSars See.. you ehn, try make that heaven first before you worry about another person... I'm a Muslim too and what y'all are doing is wrong. Her 'indecent' dressing is between she and her God! Babu ruwan ku...you too if you want, do it."
IFEANYIFIDELI12,"@abikedabiri Look at how this @Nigeria government is wasting lives and sponsoring terror but clamping down on innocent citizens who their only demand is @endsars @endpolicebrutality, we will move again, this time something must happen to bring #changeinNigeria"
Roseline424,So freezing @ENDSARS😱 account is what this hypocrite govt can do .CBN is another tool to use yet this same old cargoes protest years back and went home without any scratch. SHAME!!!😒
OladipupoAZ,"Even though we cannot forget @ENDSARS so soon due to the lost life’s, can we have a more strong and collective #hashtag that will portray all we need in one picture throughout the nation during the next movement please.
This country needs to resurrect under this regime..."
somaoffical,@Endsars @endswatnow @ENDPOLICEBURALITY ✊✊ https://t.co/Cuz7YTGwB0
pozzababy,@drovoxo1 @prettyboyDO I put my heart not the structure like I put in @endsars 🤪
SamueiB,Clamping down and frozen the account of @endsars protesters is totally wrong and unacceptable and this goes a long way showing that what you had been denying could be true end this now
ChyNdu2,"@ChidiOdinkalu @NigeriaGov @EndSars I guess what people dread always hunt them. Moreover, the one who holds up a child's toy will bring it down when the force of gravity takes its toil"
Iruobe9,@ChidiOdinkalu @Iamspecia @NigeriaGov @EndSars Sincerely we shouldn't have vagabonds like this guy in government.I dey shame for them in case dem no get shame.Dear lord🤦
Martha_904,"@zinadabo1 @MKabrik Translate""Bokoharm"" for us please. Bokoharm to @EndSARS is comparing darkest to light. Endsars protesters have focus whereas the order is a blood sucking organisation"
toomuchjay,@ChidiOdinkalu @NigeriaGov @EndSars I need @GarShehu phone number. I want to ask him something
dera3j,"@yarima524 @OlakunleFakolu1 @MobilePunch @EndSars So sad that a human being is comparing human life over dressing. You really have a long way to go Mr. and I  pray you get all you're looking for in life since you've got no empathy. Amen
#EndBadGovernanceinNIGERIA 
#EndSARS"
PSunday10,"@Asegun_ni_mi @MobilePunch You forgot that all this display are coming out after the northern monarchs , governors and police IG had a meeting last week concerning @EndSars  ."
bryananddaxtan,@BusinessDayNg @BusinessDayNg @ENDSARS @endpoliticalslavery there would be no need for investigating the cause of his death kindly save yourself the stress.. The police killed the innocent boy and dump him somewhere... What a country
bryananddaxtan,@channelstv @channelstv  @endsars what rights do they have to freezing someone's account. And the same government can't still figure out who's funding the boko haram for many years.. Time to speak up and fight for our rights.. @endpoliticalslavery @YeleSowore
JSAkintunde,"Protests, like @EndSARS, are held to call for remedies to societal ills. Therefore, those who oppose the right to protest are against societal progress. In response to their repressive actions, we don’t have to compromise on the meaning of our right to protest as citizens."
capionigeria,"@ChidiOdinkalu @padreamby @NigeriaGov @EndSars This inhibits the freedom of expression, association and movement of citizens. 

.@NigeriaGov is Nigeria under democratic or under rule?

#EndBadGovernanceinNIGERIA 
#RuleOfLaw"
AdewoleSite,"@page36news No nation should have this mannequin as PRESIDENT 
@endsars"
ChrisSublime,"Northern youths supports SARs and rallied against @EndSars protests, northern governors wants SARs units continued: one voice.
But see these southern governors, their youthful constituents are being gunned down by state sanctioned gunslingers, their best is photo ops wt @MBuhari https://t.co/57NYb47FJ4"
Henschel_2020,@ChidiOdinkalu @NigeriaGov @EndSars How did we get here?
IBcityproperTs,@cenbank won't trace these account and freeze them. What you are good at is clamping down on @endsars protesters. God punish all of una. https://t.co/XX9ngViF19
LittleNoice,"@ChidiOdinkalu @NigeriaGov @EndSars UAE arrests and indict Nigerians and FG agent that Sponsor Boko Haram
They include;
Suraj Abubakar Muhammad
Saleh Yusuf Adamu
Ibrahim Ali Alhassan
AbdurRahman Ado Musa
Bashir Ali Yusuf
Muhammad Ibrahim Isa

Have been arrested for sending $782,000.00 to Boko Haram."
AgrinyaD,@ChidiOdinkalu @NigeriaGov @EndSars We are in 3 different countries in this 1-Nigeria.
ndprince84,@ChidiOdinkalu @NigeriaGov @EndSars Confused presidency’s so far
1st_Mayet,@ChidiOdinkalu @NigeriaGov @EndSars Idiots
Dann_10,"@ChidiOdinkalu @NigeriaGov @EndSars This one has never made a sensible statement as an SA, and the only thing he knows how to do best is spew garbage."
ChidiOdinkalu,"This @NigeriaGov has decided to place beneath the law anyone whom it associates with @EndSARS. That is their idea of ending #SARS &amp; of #RuleOfLaw.

https://t.co/5IUGu4BB6d"
LivingspringP,"Tell your friends about us.. We sell and install Automatic Gate opener
@building @endsars @footall @Naija https://t.co/8m1gXgtNzE"
OnyeNgwa2020,"@adamugarba @Twitter @jack Aboki apologize to @jack then mayb we can consider,me n you know you don’t care bout Nigeria but for yourself and family....na person way support us during @Endsars we Dey support"
Michael66049255,@NormanObinna @MBuhari @PoliceNG @EndSars I'm telling you! these people are blinded and guided by some evil agendas that I find it difficult to comprehend
NormanObinna,Aftermath of #endsars peaceful protest: it's so nauseating how @MBuhari government and @PoliceNG are playing victims. Even the actions of govt and @PoliceNG (arresting @endsars organisers and freezing of their accounts) show that no lessons were learned. #EndBadGoveranceInNigeria
AdebayoYaya1,This is mere distraction.She's not the nation's problem.Proffering solutions against a repeat of massive looting &amp; destruction in the wake of @EndSars Protest should be government major focus for now.They should strive to save the soul of this nation on the brink of break up. https://t.co/x9kxDLWD2O
ChrisSublime,"@NigeriaGov @cenbank knows to freeze accounts of @endsars protesters but are unable to see these Boko Haram financiers.
One reasons this insurgence persisted for so long
https://t.co/T0VvXnMiUD"
maxwelltf201,@endsars #endsars https://t.co/y1Y1pwvTnj
Kelly41497418,The worst @Gvwike ever in our time..the monster him self you shall reap all you hv sold.@endsars End @gvwike killings towards igbo's (@IPOB) https://t.co/otzXZMJBRQ
Whatch1981,@NigeriaNewsdesk @seunokin @IjeOsamor What is the outcome of their meeting. The northern governors decision is emphatic on @EndSARS &amp; Social media. What is the south west governors decision on these issues or is it hypocrisy as usual. They should let us know where they stand. https://t.co/rqaAGhUKJl
Kelly41497418,Happy Sunday to you all and may God almighty bless you all as you praise his holy name in Jesus name Amen🙏🙇..God plz all i ask from you today being ur holy day is the restoration of @biafra..@Endsars and @endpolicebrutality in so call one @Nigeria
adatang_edet,"For all the destruction and losses   recorded during @EndSars protest, who don hear say the burn any betnaija shop outlets. Boys dey pay homage Wella."
prince_philip14,@GuardianNigeria @falzthebahdguy Is the Guardian Nigeria also saying that the CBN should freeze his bank account because he's one of the people that leads the @endsars movement? Or are you trying to praise him for airing his voice? I don't understand this tweet 🤔
SambrightJr,"Tortoise dance (193 Grasshopper dance. US Force entered Nigeria without you knowing as you are busy @HQNigerianArmy 
@Endsars"
Terrykoms2,"@RealKiddWaya As humble rich kidd
How do you feel about the handling of the @endsars saga pre and post by FG.
What are you plans for youths in Nigeria n particularly Benue youths?"
Johnwin44127488,Hypocrisy in the highest order. Nigerians wake up. @Endsars. Com https://t.co/xq6kWZk3kN
